beta,q,shat,electron_temp_gradient,electron_dens_gradient,deuterium_temp_gradient,kappa,delta,beta_prime,IBMgr,isIBMunstable,run_timestamp
0.000616566,3.436165337,0.709772176,0.228297661,1.123086815,1.063220652,2.7617116221580953,0.4284277846132221,-0.002225547978199234,-0.031206366122005117,False,2026-03-26T11:40:09.169572+00:00
0.001516199,3.986055704,1.005090626,0.787370182,0.763920527,0.690689464,2.348151186612794,0.3724929895417502,-0.004630068060675582,-0.027168668739363657,False,2026-03-26T11:40:09.169572+00:00
0.015969754,4.579740624,0.581908363,0.825148928,0.630613503,2.26069085,2.3178114795400644,0.7878177689574759,-0.07093994298706259,-0.04096838702763667,False,2026-03-26T11:40:09.169572+00:00
0.00874658,3.994432942,0.32028928,1.94781196,0.564765109,1.577447824,2.6580642375579986,0.7665596808750156,-0.04132963743299689,-0.024316044216977913,False,2026-03-26T11:40:09.169572+00:00
0.002697621,3.223914039,0.775468159,2.351262265,0.561862884,0.909062958,2.3740768213495516,0.5056137250976381,-0.011956990808707248,-0.036294416143879536,False,2026-03-26T11:40:09.169572+00:00
0.010945829,4.944701878,0.920960117,1.916108091,1.194451665,2.051048558,2.2483857019865088,0.679584059557303,-0.07074053118354108,-0.04005003469971006,False,2026-03-26T11:40:09.169572+00:00
0.00818533,4.373001848,0.369335088,1.921973195,0.46912086,0.767502811,1.8035231801521363,0.6917734717464203,-0.030026921877446384,-0.031656922927087,False,2026-03-26T11:40:09.169572+00:00
0.015877751,3.973470845,0.876658422,1.044049981,1.109292931,2.424958786,1.799013525128145,0.5019081376761578,-0.0921515155844499,-0.06013002152811754,False,2026-03-26T11:40:09.169572+00:00
0.011381932,4.214010818,0.829836247,2.409849541,0.509742267,2.093261416,1.9726870758443489,0.5309596508855141,-0.06383206055579047,-0.044802740967607495,False,2026-03-26T11:40:09.169572+00:00
0.013740762,4.040822729,1.029628714,0.575549992,1.069201762,1.747178508,2.7634597978932645,0.7738771186070585,-0.06257192911619867,-0.035068827915016525,False,2026-03-26T11:40:09.169572+00:00
0.010395731,4.155951211,0.719865105,1.795193648,1.018577977,0.660997667,2.2830536776375547,0.6277833015919068,-0.047285793717743455,-0.03278732312229095,False,2026-03-26T11:40:09.169572+00:00
0.013682369,3.14397456,0.777482022,2.338890792,0.518128894,1.219367239,2.6509298807707866,0.5796150164616253,-0.06364560861423395,-0.03356694075620101,False,2026-03-26T11:40:09.169572+00:00
0.012821505,3.931478647,1.169254807,0.617131852,0.860682481,2.197796216,2.005361796118054,0.327831847072326,-0.05945161755178177,-0.03416949752722057,False,2026-03-26T11:40:09.169572+00:00
0.013563198,4.970401747,0.368697501,0.9850358,0.536592309,1.503135878,2.0729308658257075,0.3913415208260948,-0.049213117726330156,-0.03147070824841188,False,2026-03-26T11:40:09.169572+00:00
0.017022403,3.35154097,0.94821905,1.767524558,0.486594823,1.996551902,2.397585910997373,0.5370459439187892,-0.08202962068410445,-0.03967694358269189,False,2026-03-26T11:40:09.169572+00:00
0.016044673,4.71790926,0.55255782,0.382325621,1.029314411,2.197296075,2.389152556186291,0.41469912577168966,-0.07612160236442368,-0.03658339426623178,False,2026-03-26T11:40:09.169572+00:00
